Air Date;Directed By;Episode;Episode Synopsis;Episode Title;Label - Filter Part 2;link;rating;runtime;Season;Written By;Filter - Chandler;Filter - Guests;Filter - Joey;Filter - Monica;Filter - Phoebe;Filter - Rachel;Filter - Ross;Average - Chandler;Average - Joey;Average - Monica;Average - Phoebe;Average - Rachel;Average - Ross;Ben Geller;Carol Willick;Chandler Bing;Charlie Wheeler;Emily Waltham;Frank Buffay Jr.;Gunther;Imdb Rating;Jack Geller;Janice Litman Goralnik;Joey Tribbiani;Judy Geller;Mike Hannigan;Monica Geller;Phoebe Buffay;Rachel Green;Richard Burke;Ross Geller;Susan Bunch;Us Views Millions
22/9/1994;James Burrows;1;Rachel leaves Barry at the alter and moves in with Monica. Monica goes on a date with Paul the wine guy, who turns out to be less than sincere. Ross is depressed about his failed marriage. Joey compares women to ice cream. Everyone watches Spanish soaps. Ross reveals his high school crush on Rachel.;The Pilot;;https://play.hbomax.com/episode/urn:hbo:episode:GXe72vg29LLPDfgEAABCC;TV-PG;22 min;1;David Crane & Marta Kauffman;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,116082225;0;0;0;0;8,3;0;0;0,124546554;0;0;0,209794438;0,078295042;0,228839178;0;0,154776300;0;21,5
29/9/1994;James Burrows;2;Ross finds out his ex-wife (Carol) is pregnant, and he has to attend the sonogram along with Carol's lesbian life-partner, Susan. Ugly Naked Guy gets a thigh-master. Ross and Monica's parents come for dinner, which stresses Monica out. Ross and Rachel console each other. Rachel returns the ring to Barry, who is much less upset about the break-up than expected.;The One with the Sonogram at the End;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbS4wRby8PCwwEAACUq;TV-PG;22 min;1;David Crane & Marta Kauffman;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;1;0,099742046;0;0;0;0;8,1;0;0;0,024935512;1;0;0,103611350;0,049441101;0,173688736;0;0,341788478;1;20,2
6/10/1994;James Burrows;3;"Ross discovers the fate of his childhood pet, Chichi. Chandler starts smoking again; when the group complains, he diverts their attention to their own faults. Phoebe gets money she doesn't want; she complains and gets more; she gives it away and gets a can of soda in return... which contains a thumb. The beverage company gives her $7000. Monica's new boyfriend (Alan) is a hit with her friends, but Monica's not too sure.";The One with the Thumb;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbTHwrSJJuAuwEAACfL;TV-PG;22 min;1;Jeffrey Astrof & Mike Sikowitz;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,196679438;0;0;0;0;8,2;0;0;0,079608344;0;0;0,198382290;0,197105151;0,086845466;0;0,129842486;0;19,5
13/10/1994;James Burrows;4;"Ross, upset about it being the anniversary of his first time with Carol, goes to a hockey game with Chandler and Joey and gets a puck in the face; they end up at the hospital, where Ross reveals that Carol is the only woman he's even been intimate with. Rachel gets a visit from her old friends, which depresses her about her life. The women have a slumber party, which isn't very fun until they spy on George Stephanopoulos.";The One with George Stephanopoulos;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbSpwfqnKXCPQEAACcQ;TV-PG;22 min;1;Alexa Junge;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,148444071;0;0;0;0;8,1;0;0;0,082842725;0;0;0,166105971;0,129941127;0,206476030;0;0,166947014;0;19,7
20/10/1994;Pamela Fryman;5;"Chandler and Phoebe decide to break up with Janice and Tony on the same night; Phoebe's goes really well but Chandler has a harder time. Ross arranges to do laundry with Rachel and Monica; Monica cancels, leaving just the two of them; Rachel reveals she's never done laundry before... and accidentally dyes all her white clothes pink. Joey wants his ex-girlfriend (Angela) to break up with her boyfriend (Bob), so he arranges for Monica and him to double date with them... but he tells Monica that Angela and Bob are siblings. Ugly Naked Guy lays kitchen tile. Janice buys Chandler Bullwinkle socks. Rachel is so happy about her laundry experience that she kisses Ross.";The One with the East German Laundry Detergent;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbSuwWx5cPCwwEAACR9;TV-PG;22 min;1;Jeff Greenstein & Jeff Strauss;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,138650307;0;0;0;0;8,5;0;1;0,157464213;0;0;0,125971370;0,084662577;0,151738241;0;0,215950920;0;18,6
27/10/1994;Arlene Sanford;6;"Everyone attends Joey's new musical, Freud! While there, Chandler meets a beautiful and exotic woman, Aurora, and begins dating her. Joey gets picked up by the Estelle Leonard Talent Agency, which gets him a job as Al Pacino's butt double. However, he loses the job by overacting. Rachel cleans the apartment by herself for the first time; however, she moves the green ottoman, which starts Monica obsessing. Chandler finds out Aurora is married and already has another boyfriend. When she picks up still another, Chandler isn't sure he can take it.";The One with the Butt;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbTCwRFvKXCPQEAACiH;TV-14;20 min;1;Adam Chase & Ira Ungerleider;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,339584183;0;0;0;0;8,1;0;0;0,155727680;0;0;0,150020383;0,070525887;0,064410925;0;0,086832450;0;18,2
3/11/1994;James Burrows;7;"New York City is blacked out (due to a mishap on Mad About You). Chandler is trapped in an ATM vestibule with Jill Goodacre. The rest of the gang hangs out at Monica and Rachel's apartment. Ugly Naked Guy lights a bunch of candles and has a slight accident. While trying to share his feelings with Rachel, Ross is attacked by a cat. While searching for the cat's owner, Rachel and Phoebe meet ""the Weird Man"", known in later episodes as Mr. Heckles. He tries to claim the cat, but it obviously isn't his. The cat turns out to belong to Paolo, an Italian hunk who lives in the building and doesn't speak much English.";The One with the Blackout;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbSzwFvgsPCwwEAACTF;TV-PG;22 min;1;Jeffrey Astrof & Mike Sikowitz;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,1825;0;0;0;0;9;0;0;0,12;0;0;0,0705;0,151;0,1605;0;0,2375;0;23,5
10/11/1994;James Burrows;8;"Chandler finds out a lot of people think he's gay when they first meet him; he tries to find out why. Paolo gives Rachel calls and shoes from Rome. Ross and Monica's grandmother dies... twice; At the funeral, Joey watches a football game on a portable TV; Ross falls into an open grave and hurts his back, then gets a bit loopy on muscle relaxers. Monica tries to deal with her mother's criticisms.";The One Where Nana Dies Twice;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbSpwWQEcPCwwEAACQm;TV-14;22 min;1;Marta Kauffman & David Crane;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,177435897;0;0;0;0;8,1;0;0;0,036923077;1;0;0,119487179;0,080512821;0,078461538;0;0,276923077;0;21,1
17/11/1994;James Burrows;9;"Joey poses for a health poster, but later finds out he's become the V.D. poster boy. Ross finds out Susan is reading to the unborn baby and decides he must, too. Ross and Monica plan their own Thanksgiving dinner because their parents are away; Phoebe joins them, because she celebrates with her grandmother and her grandmother's boyfriend... in December... because he's lunar; Joey joins in because his family thinks he has V.D.; Monica has to make three kinds of potatoes. Chandler plans to boycott Thanksgiving because his parents announced their divorce on that day; Rachel has plans to go to Vale to be with her family. The Underdog balloon breaks free during the parade; everyone goes to the roof to watch but they get locked out of Monica's apartment; the dinner is burned and Rachel misses her flight. Everyone ends up eating Chandler's cheese sandwiches and Funyuns for Dinner. Ugly Naked Guy has Thanksgiving dinner with Ugly Naked Gal, and there's Ugly Naked Dancing.";The One Where Underdog Gets Away;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbSTAqknVLDOQEAAABL;TV-PG;22 min;1;Jeff Greenstein & Jeff Strauss;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;1;0,166805671;0;0;0;0;8,2;0;0;0,108423686;0;0;0,195162636;0,093411176;0,182235196;0;0,175145955;1;23,1
15/12/1994;Peter Bonerz;10;"Ross gets a monkey named Marcel. Everyone makes a pact not to bring dates to their New Years Eve Party. While performing at Central Perk, Phoebe confronts some noisy boys and ends up dating one of them: David, Scientist Guy. Their relationship develops well until he gets offered a grant to go to Minsk, and doesn't know what to do. Everyone breaks the no-date pact except Ross; Phoebe brings David, Joey brings Sandy, someone he met while working as an elf in a department store; Rachel plans to bring Paolo, who's flying in earlier than expected; Chandler snaps and asks Janice; Monica invites Fun Bobby; Ross just brings Marcel. However, no one ends up with their date (or monkey) at midnight.";The One with the Monkey;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbS4wThDZuAuwEAACa_;TV-PG;22 min;1;Adam Chase & Ira Ungerleider;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,154538341;0;0;0;0;8,1;0;1;0,053990610;0;0;0,055164319;0,225743349;0,100547731;0;0,156494523;0;19,9
5/1/1995;James Burrows;11;"Monica and Phoebe distract an attractive guy who then gets hit by a car and ends up in a coma; they both take care of him in the hospital but begin getting very competitive and possessive over him. Chandler's mom (who embarrasses Chandler with her forwardness) is on Jay Leno and then pays Chandler a visit. Paolo returns from Rome. Mrs. Bing takes everyone out to dinner... and ends up kissing Ross. Mrs. Bing gives Rachel advice on writing romance novels. Ross tells Chandler about the kiss and convinces him to confront his mother about his feelings.";The One with Mrs. Bing;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbSpwcA35uAuwEAACXj;TV-PG;22 min;1;Alexa Junge;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,137743191;0;0;0;0;8,2;0;0;0,129961089;0;0;0,126848249;0,136964981;0,077431907;0;0,214785992;0;26,6
12/1/1995;Paul Lazarus;12;"Everyone hums the theme from The Odd Couple. Monica is stuck with a dozen lasagnas because she didn't know they were supposed to be vegetarian. Paolo and Rachel prepare for their first weekend away together; Paolo makes a pass at Phoebe, which ends his relationship with Rachel. Phoebe makes the best oatmeal-raisin cookies in the world. Joey and Chandler have to get a new table, but can't agree on which one; they end up with a foosball table; Monica rules the foosball field. Carol finds out the gender of the baby, but Ross doesn't want to know... even though everyone else knows.";The One with the Dozen Lasagnas;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbTCwghOsPCwwEAACXI;TV-PG;22 min;1;Jeffrey Astrof & Mike Sikowitz & Adam Chase & Ira Ungerleider;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;1;0,121766280;0;0;0;0;8,2;0;0;0,125334523;0;0;0,124442462;0,144067797;0,158340767;0;0,227029438;1;24
19/1/1995;Alan Myerson;13;"Chandler accidentally walks in on Rachel after a shower and sees her breasts, leading to a series of shower peepings. Phoebe's new psychiatrist boyfriend, Roger, depresses and angers everyone. Joey finds out his dad has been having an affair with Ronni, a pet mortician, for six years; he insists his dad either break it off or confess, but it turns out his mom already knew--and didn't want it to stop.";The One with the Boobies;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbSpwN9sqXCPQEAACcE;TV-PG;22 min;1;Alexa Junge;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,132328990;0;0;0;0;8,7;0;0;0,192182410;0;0;0,043973941;0,109120521;0,100162866;0;0,052117264;0;25,8
9/2/1995;James Burrows;14;"Ross goes on a date with a Kristen, a woman from his apartment building; Carol and Susan show up at the same restaurant; Susan gets paged and leaves; Ross pays so much attention to Carol that he doesn't even notice his date has gone. Joey can't go out with his date, Lorraine, unless he brings a friend for her friend; Chandler agrees to go, but the date turns out to be Janice; Somehow they end up together again; Janice buys Chandler candy hearts for Valentines Day; Chandler breaks up with her--again. Phoebe, Monica, and Rachel have a cleansing ritual to rid themselves of bad luck with men, which turns into a small fire; Fireman guys come to the rescue.";The One with the Candy Hearts;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbS2QrA1cPCwwEAACUU;TV-PG;22 min;1;Bill Lawrence;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;1;0,169694073;0;0;0;0;8,3;0;1;0,117112811;0;0;0,079827916;0,074091778;0,070267686;0;0,199808795;1;23,8
16/2/1995;Alan Myerson;15;"Chandler gets offered a promotion at work but turns it down because he doesn't like his career; his boss, however, keeps offering more money until Chandler accepts; he spends the day showing off his new office to Phoebe and his night working late. A client of Phoebe's needs a new head-chef, so Monica auditions for him; unfortunately, he's stoned and the evening is a disaster. Ross goes out with Celia, a woman from the museum, who wants him to talk dirty; it's a skill he hasn't quite mastered... at first.";The One with the Stoned Guy;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbS7Qdb46XCPQEAACgv;TV-14;22 min;1;Jeff Greenstein & Jeff Strauss;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,251062022;0;0;0;0;8,2;0;0;0,124044180;0;0;0,195412065;0,133389975;0,080288870;0;0,143160578;0;24,8
23/2/1995;Michael Lembeck;16;"Chandler and Joey meet Ursula, Phoebe's twin sister; Joey begins dating Ursula, but that bothers Phoebe, who doesn't get along with her sister very well. Ross attends Lamaze class with Carol and Susan; Carol isn't sure she can go through with the delivery; Ross realizes he's really going to be a father. Chandler can't bear to fire an employee he's attracted to, so he starts to date her and tells everyone else she's mentally unbalanced, so it isn't safe to fire her; she begins to notice people treating her oddly, so Chandler has to come clean. Ross has trouble controlling his monkey, Marcel, who switches Monica's TV into Spanish mode; no one can figure out how to switch it back. Mr. Heckles could have cats. Jamie and Fran (from Mad About You) make an appearance in Central Perk. Rachel finally gets around to taking down the Christmas lights, but falls off the balcony in the process, and ends up hanging upside down outside Mr. Heckles' window.";The One with Two Parts: Part 1;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbSzwP96sPCwwEAACTQ;TV-PG;22 min;1;Marta Kauffman & David Crane;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;1;0,222793827;0;0;1;0;8,2;0;0;0,077562327;0;0;0,048278591;0,161851998;0,085872576;0;0,137712703;1;26,1
23/2/1995;Michael Lembeck;17;"Monica takes Rachel to the hospital; Rachel has no insurance, so she and Monica switch identities--a tricky situation that is made worse when two cute doctors (guest stars George Clooney and Noah Wyle) ask them on dates; Monica and Rachel start arguing and end up listing all their worst qualities in front of their dates. Ross worries about whether he can be a good father; he seeks comfort from his friends and advice from his father. Joey continues to date Ursula, which interferes with his friendship with Phoebe--he misses her birthday; however, when Ursula stands Joey up and won't return his calls, Phoebe talks to her and finds out she isn't even planning to tell Joey it's over; Phoebe pretends to be Ursula so she can let him down nicely--a ruse which doesn't last. Marcel chokes on scrabble tiles and has to be rushed to the hospital; Ross realizes he can cope with the responsibilities of parenthood. Ugly Naked Guy has a hula-hoop.";The One with Two Parts: Part 2;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbS9weS3JuAuwEAACcs;TV-PG;21 min;1;Marta Kauffman & David Crane;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,071971212;0;0;0;0;8,5;0;0;0,085565774;0;0;0,199120352;0,092762895;0,196321471;0;0,231907237;0;30,5
2/3/1995;James Burrows;18;"Rachel, tired of being a waitress, sends out resumes; she gets an interview with Saks Fifth Avenue. Ross pines for Rachel. The girls decide they want in on the guys' poker games; reluctantly, the guys accept. The girls don't do so well, but they want a rematch. Monica's competative side comes out... she may have thrown a plate once during a Pictionary game, but she insists it was an accident. Monica inlists the help of her Aunt Iris to give them some poker tips; the girls still don't do so well. Then at the third game, the girls are going down again. Rachel gets some bad news about the job for which she's been interviewing, and gets aggressive at cards; she taunts Ross into a high stakes hand... and he lets her win because he wants to see her happy.";The One with All the Poker;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbS4wawgaXCPQEAACgD;TV-PG;22 min;1;Jeffrey Astrof & Mike Sikowitz;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,122845780;0;0;0;0;8,8;0;0;0,101193106;0;0;0,136544410;0,116659302;0,283252320;0;0,203711887;0;30,4
9/3/1995;Peter Bonerz;19;"Rachel finds out Barry is engaged to Mindy, her former bridesmaid; she begins to show interest in dating again, so Ross decides to ask her out. However, before he gets the chance, she loses Marcel while monkey-sitting, which temporarily drives a wedge between them. Mr. Heckles is missing a waffle and saw Regis Philbin once. Rachel, not knowing Marcel is a illegal exotic animal, calls Animal Control; the animal-catcher turns out to be Luisa, who went to high-school with Monica and Rachel. Luisa's memories of high school aren't favorable toward Rachel, so she decides not to cut them any breaks. While looking for Marcel, Joey and Chandler meet some hot girls (Samantha and Tia) with a broken radiator. Luisa tries to shoot Marcel with a tranquilizer but hits Phoebe instead. A delivery of bananas leads everyone to Mr. Heckles apartment; he claims the monkey as his own until Luisa shows up. Rachel pleads with Luisa to let Ross keep Marcel, but it's only the threat of reporting her for shooting Phoebe that convinces her. Ross and Rachel finally sit down for some wine, but before Ross can ask Rachel out, Barry barges in, saying he's still in love with her.";The One Where the Monkey Gets Away;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbSkwCRDpuAuwEAACWP;TV-PG;22 min;1;Jeffrey Astrof & Mike Sikowitz;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,079795597;0;0;0;0;8,1;0;0;0,063286164;0;0;0,115172956;0,062893082;0,291666667;0;0,277515723;0;29,4
6/4/1995;Peter Bonerz;20;"The gang argues the virtues of Mr. Peanut and Mr. Salty. Someone is peeping into the apartment building with a telescope; Joey discovers it's a woman, and that she's very complimentary. Ugly Naked Guy gets gravity boots. Chandler has a good first date with Daniel and then obsesses about trying to call her again without seeming too needy. Rachel ends up sleeping with Barry instead of telling him to get lost; but after she and Mindy (Barry's fiance') get together and talk, Rachel decides Barry is evil. Joey has a one-track mind after Rachel mentions that her best friend, Mindy, taught her to kiss. Ross does a crossword puzzle.";The One with the Evil Orthodontist;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbTAQQzRqXCPQEAACha;TV-14;22 min;1;Doty Abrams;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,184615385;0;0;0;0;7,9;0;0;0,119615385;0;0;0,092307692;0,048076923;0,266153846;0;0,070769231;0;30
27/4/1995;Gail Mancuso;21;"Monica's credit card is stolen; after seeing the credit card statement, she decides the thief lives her life better than she does. She meets 'Fake Monica' at a dance class which was charged to her card, and suprisingly they become friends. As Mononna, she and Fake Monica have a great time... until Fake Monica is arrested. Ross' monkey, Marcel, reaches sexual maturity and starts humping everything in sight; Ross has to find a zoo in which to put his pet. Joey tries to choose a stage name.";The One with the Fake Monica;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbS4wwj95uAuwEAACbS;TV-PG;22 min;1;Adam Chase & Ira Ungerleider;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,071334214;0;0;0;0;7,9;0;0;0,078819903;0;0;0,244826068;0,048436812;0,126376046;0;0,180096874;0;28,4
4/5/1995;Robby Benson;22;"Rachel has sex dreams--first about Chandler, then Chandler and Joey, and finally about Ross. Phoebe looks for supplemental income, and works part time as Chandler's secretary. This leads to Chandler's discover that the people at the office don't like him anymore... and they even mimic his unique way of talking. Monica dates Ethan, a younger man who turns out to be even younger than she thought; she breaks up with him because it's just too icky. Ross gets a beeper so Carol can page him when she goes into labor; after several false alarms, he gets beeped for the real thing, and everyone heads to the hospital.";The One with the Ick Factor;;https://play.hbomax.com/episode/urn:hbo:episode:GXebPOwR7ZMPCwwEAAEBY;TV-PG;22 min;1;Alexa Junge;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,181583477;0;0;0;0;8,3;0;0;0,060671256;0;0;0,182444062;0,179432014;0,094234079;0;0,148450947;0;29,9
11/5/1995;James Burrows;23;"Everyone arrives at the hospital for Carol's delivery. Ross and Susan fight; Rachel flirts with the doctor... for a while; Phoebe sings and makes a lot of sense; Joey helps a single mother (Lydia) give birth; Monica yearns for a baby of her own; Chandler tries to comfort her, but isn't totally successful. The baby is named Ben, after Phoebe.";The One with the Birth;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbSug05XqXCPQEAACdc;TV-PG;22 min;1;Story by : David Crane & Marta KauffmanTeleplay by : Jeff Greenstein & Jeff Strauss;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;1;0,070306363;0;0;0;0;8,7;0;0;0,103692066;0;0;0,071091909;0,130793401;0,076197958;0;0,214061273;1;28,7
18/5/1995;Kevin S. Bright;24;"Joey participates in a fertility study, but things get hard when he has to avoid intimacy with Melanie, his new fruit-basket-making girlfriend. The gang has a barbecue, but Ross only shows up long enough to drop off Rachel's birthday present and announce he's going to China to get a bone for the museum. Later, while Rachel opens her presents, Chandler lets slip that Ross is in love with her; she goes to the airport to catch him before he leaves, but just misses him. While he's gone, she debates what to do do. Finally, she decides to go for it and goes to the airport for his return. Unknown to her, however, Ross has become involved with another woman during his week in China.";The One Where Rachel Finds Out;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbSGge1R1LDOQEAAAAm;TV-PG;22 min;1;Chris Brown;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,097523220;0;0;0;0;8,9;0;0;0,191563467;0;0;0,138544892;0,079334365;0,236455108;0;0,140092879;0;31,3
21/9/1995;Michael Lembeck;1;"Rachel, ready to reveal her feelings to Ross, meets him at the airport; her plans fall apart, however, when she finds out about his new girlfriend, Julie. Chandler, already feeling guilty about revealing Ross's feelings to Rachel, now feels worse that he encouraged Ross to forget about her. The gang watches Sumo Wrestling. Phoebe gives Joey and Chandler haircuts; Monica wants one, too. Phoebe is reluctant because of Monica's picky nature, but finally gives in. Monica wants a cut like Demi Moore; unfortunately Phoebe confuses ""Demi"" with ""Dudley"". Chandler needs a suit made, and Joey refers him to the family tailor; while getting measured for pants, Chandler gets a little more attention than he bargained for. Ross sickens everyone (especially Rachel) with his constant gushing for Julie. In Rachel's depression, she sleeps with Paolo again.";The One with Ross's New Girlfriend;;https://play.hbomax.com/episode/urn:hbo:episode:GXeW9fgtW0cPCwwEAAD0O;TV-14;22 min;2;Jeffrey Astrof & Mike Sikowitz;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,125426621;0;0;1;0;8,5;0;0;0,118600683;0;0;0,091296928;0,193259386;0,213310580;0;0,208617747;0;32,1
28/9/1995;Michael Lembeck;2;"Carol breastfeeds Ben, causing Joey and Chandler discomfort. However, even stronger reactions occur when Ross is taking care of Ben and Phoebe checks the temperature of the bottled breast milk by tasting it. Julie invites Monica to go shopping; Rachel finds out and feels betrayed. Joey's status as the Bijan Cologne Man is threatened when his department store hires someone to be the Hombre Man. Rachel tries to be nicer to Julie, but is less than sincere.";The One with the Breast Milk;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbSsAz1uMPCwwEAACRF;TV-PG;22 min;2;Adam Chase & Ira Ungerleider;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;1;0,093137255;0;0;0;0;8,2;0;0;0,141666667;0;0;0,200980392;0,091666667;0,180882353;0;0,108333333;1;29,8
5/10/1995;Kevin S. Bright;3;"Chandler breaks up with a woman because her nostrils are too big--yet another superficial reason to avoid a real relationship. Mr. Heckles complains again about the noise--it's disturbing his birds (he could have birds). Phoebe, Rachel, and Joey impersonate Janice. Mr. Heckles dies, apparently while hitting his ceiling with a broom because of the noise from above. Phoebe doesn't believe in evolution, which bothers Ross enough that he feels he has to convince her of the theory. Rachel and Monica inherit all of Mr. Heckles earthly possesions; while clearing out his apartment, they discover that Heckles was quite a funny guy in his time. Chandler is upset to find how much he has in common with Mr. Heckles, and in his determination not to die alone, he calls Janice... only to find out that she's married and pregnant. While trying to decide which of Heckles' things to keep, Rachel realizes that Monica doesn't consider the apartment to be ""their"" apartment.";The One Where Heckles Dies;;https://play.hbomax.com/episode/urn:hbo:episode:GXfrCHw8Ug0ytlAEAABLQ;TV-PG;22 min;2;Michael Curtis & Gregory S. Malins;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,260367678;0;0;0;0;8,4;0;1;0,107738350;0;0;0,141941000;0,201368106;0,103463018;0;0,104745618;0;30,2
12/10/1995;Gail Mancuso;4;"Phoebe turns out to be married to Duncan, a gay friend who needed a green card. Phoebe did love him, and finds those feelings returning. Now (six years later) he's back and needs a divorce. Turns out he's not gay, and is getting married to someone else. The revelation of Phoebe's secret marriage prompts several other discoveries: The underwear on the telephone pole outside is Monica's, from when she had sex with Fun Bobby on the terrace; Chandler has a third nipple; Joey was in a porn movie (which they then watch). Ross is nervous about the prospect of having sex for the first time with Julie. He approaches Rachel for advice; her own interest in Ross keeps her from being completely honest, and she tries her best to see that it doesn't happen.";The One with Phoebe's Husband;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbSxQBi3MPCwwEAACSY;TV-PG;22 min;2;Alexa Junge;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,066432200;0;0;0;0;8;0;0;0,087143415;0;0;0,081281751;0,164517390;0,307542009;0;0,155529504;0;28,1
19/10/1995;Ellen Gittelsohn;5;"Chandler gets calls from an intriguing woman (Jade) looking for someone named Bob. On the phone, he pretends to be Bob and arranges to meet her, so he can console her when ""Bob"" stands her up. Their relationship seems to be going very well, until she calls ""Bob"" back and complains of Chandler's sexual inadequacies. Chandler plans a big birthday hoopla for Ross, but the expense involved touches a nerve with Phoebe, Joey, and Rachel, who don't make as much money as the others. Monica, Chandler, and Ross celebrate his birthday by attending Hootie and the Blowfish in concert; they end up partying backstage afterwards with the band. Monica gets a new position as Head Lunch Chef, also in charge of purchasing, who has her own little desk (when Roland's not there), and a beeper. However, she is soon fired for accepting a gift from the restaurant's new meat supplier.";The One with Five Steaks and an Eggplant;;https://play.hbomax.com/episode/urn:hbo:episode:GXdbSkwQqz8PCwwEAACPd;TV-PG;22 min;2;Chris Brown;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,244656489;0;0;0;0;8,3;0;0;0,090076336;0;0;0,143893130;0,098091603;0,082442748;0;0,190076336;0;28,3
2/11/1995;Gail Mancuso;6;"Ben always cries when he's near Monica. Ross has an allergic reaction to Monica's Kiwi Lime Pie; his tongue swells up and he has to go to the hospital. Chandler and Joey take care of Ben for the day, but accidentally leave him on a city bus while meeting women. They retrieve him from Human Services, but are a little unsure whether they've got the right baby. Phoebe is displaced when Terry, the manager of Central Perk, hires Stephanie, a professional singer, to play at the coffee house. Rachel arranges for Phoebe to play after Stephanie, but Phoebe feels slighted because, unlike Stephanie, she won't be getting paid. She becomes a street musician, outside Central Perk.";The One with the Baby on the Bus;;https://play.hbomax.com/episode/urn:hbo:episode:GXdkLJQhbU6XCPQEAADdd;TV-PG;22 min;2;Betsy Borns;Include;Include;Include;Include;Include;Include;Include;13,95%;13,84%;13,33%;13,06%;15,70%;15,42%;0;0;0,133858268;0;0;0;0;8,6;0;0;0,137588065;0;0;0,123083299;0,205967675;0,106506424;0;0,146290924;0;30,2
